AGly.aac:AJ628983:1985-2539:555	1	0	.	.	Original name: (AGly)aac:AJ628983:1985-2539:555
AGly.aac2-Ia:L06156:264-800:537	1	0	.	.	Original name: (AGly)aac2-Ia:L06156:264-800:537
AGly.aac2-Ib:U41471:266-822:588	1	0	.	.	Original name: (AGly)aac2-Ib:U41471:266-822:588
AGly.aac2-Ic:U72714:373-918:546	1	0	.	.	Original name: (AGly)aac2-Ic:U72714:373-918:546
AGly)aac(2'.-Id:U72743:386-1018:533	1	0	.	.	Original name: (AGly)aac(2')-Id:U72743:386-1018:533
AGly.aac2-Ie:NC_011896:3039059-3039607:549	1	0	.	.	Original name: (AGly)aac2-Ie:NC_011896:3039059-3039607:549
AGly.aac3-I:AJ877225:5293-5757:465	1	0	.	.	Original name: (AGly)aac3-I:AJ877225:5293-5757:465
AGly.aac-IIIa:X55652:1124-1939:816	1	0	.	.	Original name: (AGly)aac-IIIa:X55652:1124-1939:816
AGly)aac(3.-IIIb:L06160:984-1721:861	1	0	.	.	Original name: (AGly)aac(3)-IIIb:L06160:984-1721:861
AGly)aac(3.-IIIc:L06161:106-945:861	1	0	.	.	Original name: (AGly)aac(3)-IIIc:L06161:106-945:861
AGly.aac3-IIa:X51534:91-951:861	1	0	.	.	Original name: (AGly)aac3-IIa:X51534:91-951:861
AGly.aac3-Vb:M97172:656-1465:810	1	0	.	.	Original name: (AGly)aac3-Vb:M97172:656-1465:810
AGly.aac3-IIc:X54723:819-1679:861	1	0	.	.	Original name: (AGly)aac3-IIc:X54723:819-1679:861
AGly.aac3-IId:EU022314:1-861:861	1	0	.	.	Original name: (AGly)aac3-IId:EU022314:1-861:861
AGly.aac3-IIe:EU022315:1-861:861	1	0	.	.	Original name: (AGly)aac3-IIe:EU022315:1-861:861
AGly.aac-IVa:X01385:244-1029:786	1	0	.	.	Original name: (AGly)aac-IVa:X01385:244-1029:786
AGly.aac3-IXa:M55427:274-1119:846	1	0	.	.	Original name: (AGly)aac3-IXa:M55427:274-1119:846
AGly.aac3-I:X15852:1250-1783:534	1	0	.	.	Original name: (AGly)aac3-I:X15852:1250-1783:534
AGly.aac3-Ib:L06157:555-1085:531	1	0	.	.	Original name: (AGly)aac3-Ib:L06157:555-1085:531
AGly.aac3-Ib-Aac6-Ib:AF355189:1435-2439:1005	1	0	.	.	Original name: (AGly)aac3-Ib-Aac6-Ib:AF355189:1435-2439:1005
AGly.aac3-Ic:AJ511268:1295-1765:471	1	0	.	.	Original name: (AGly)aac3-Ic:AJ511268:1295-1765:471
AGly.aac3-Id:AB114632:104-580:477	1	0	.	.	Original name: (AGly)aac3-Id:AB114632:104-580:477
AGly.aac3-If:AY884051:61-525:468	1	0	.	.	Original name: (AGly)aac3-If:AY884051:61-525:468
