plc1.VFG037176(gb|WP_001081735).Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037176(gb|WP_001081735) (plc1) phospholipase C [Phospholipase C (VF0470) - Exotoxin (VFC0235)] [Acinetobacter baumannii ACICU]
plc2.VFG037177(gb|WP_000632986).Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037177(gb|WP_000632986) (plc2) phospholipase C [Phospholipase C (VF0470) - Exotoxin (VFC0235)] [Acinetobacter baumannii ACICU]
plcD.VFG037203(gb|WP_000079188).Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037203(gb|WP_000079188) (plcD) phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase [Phospholipase D (VF0469) - Exotoxin (VFC0235)] [Acinetobacter baumannii ACICU]
basJ.VFG037218(gb|WP_000983821).Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037218(gb|WP_000983821) (basJ) acinetobactin biosynthesis protein BasJ [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
basI.VFG037232(gb|WP_001093095).Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037232(gb|WP_001093095) (basI) phosphopantetheinyl transferase component of acinetobactin biosynthesis protein BasI [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
basH.VFG037246(gb|WP_001032906).Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037246(gb|WP_001032906) (basH) non-ribosomal peptide biosynthesis thioesterase BasH [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
barB.VFG037260(gb|WP_001095752).Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037260(gb|WP_001095752) (barB) siderophore efflux system of the ABC superfamily [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
barA.VFG037274(gb|WP_001281538).Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037274(gb|WP_001281538) (barA) siderophore efflux system of the ABC superfamily [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
basG.VFG037288(gb|WP_000603876).Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037288(gb|WP_000603876) (basG) acinetobactin biosynthesis protein BasF [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
basF.VFG037302(gb|WP_001018264).Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037302(gb|WP_001018264) (basF) aryl carrier protein BasF [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
